3793063,1,11-04-2024 12:00 AM
8493994,1,10-26-2024 12:00 AM
2401164,1,10-26-2024 12:00 AM
8488357,1,10-24-2024 12:00 AM
8409448,1,10-07-2024 12:00 AM
6540224,1,10-06-2024 12:00 AM
8266827,1,10-05-2024 12:00 AM
8397398,1,10-01-2024 12:00 AM
8358868,1,09-22-2024 12:00 AM
6540224,1,09-13-2024 12:00 AM
6540224,1,09-07-2024 12:00 AM
6540224,1,09-07-2024 12:00 AM
8265033,1,09-01-2024 12:00 AM
6540224,1,08-02-2024 12:00 AM
8113373,1,07-25-2024 12:00 AM
29650,2,07-24-2024 12:00 AM
8065037,1,07-12-2024 12:00 AM
7326130,1,07-11-2024 12:00 AM
8056206,1,07-10-2024 12:00 AM
8034995,1,07-06-2024 12:00 AM
8001003,1,06-29-2024 12:00 AM
7957688,1,06-16-2024 12:00 AM
29650,1,06-14-2024 12:00 AM
7934378,1,06-10-2024 12:00 AM
7865321,1,05-23-2024 12:00 AM
7863814,1,05-22-2024 12:00 AM
7845048,1,05-17-2024 12:00 AM
7844361,1,05-17-2024 12:00 AM
7728579,1,05-05-2024 12:00 AM
4099120,1,05-03-2024 12:00 AM
36592,2,05-03-2024 12:00 AM
863135,1,04-15-2024 12:00 AM
7629945,1,03-29-2024 12:00 AM
5199657,1,03-28-2024 12:00 AM
7591901,1,03-15-2024 12:00 AM
7557275,1,03-06-2024 12:00 AM
29650,1,03-01-2024 12:00 AM
7522594,1,02-27-2024 12:00 AM
7477716,1,02-18-2024 12:00 AM
7469100,1,02-15-2024 12:00 AM
7405939,1,01-31-2024 12:00 AM
7401660,1,01-31-2024 12:00 AM
12343,2,01-26-2024 12:00 AM
7254448,1,01-08-2024 12:00 AM
7253645,1,01-04-2024 12:00 AM
7259117,1,12-29-2023 12:00 AM
7232889,1,12-23-2023 12:00 AM
7232889,1,12-20-2023 12:00 AM
29650,1,12-04-2023 12:00 AM
5008581,1,12-04-2023 12:00 AM
5199657,1,12-03-2023 12:00 AM
29650,1,11-19-2023 12:00 AM
7110633,1,11-18-2023 12:00 AM
2126190,1,11-17-2023 12:00 AM
7092813,1,11-13-2023 12:00 AM
7077786,1,11-09-2023 12:00 AM
6995144,1,10-17-2023 12:00 AM
6993750,1,10-16-2023 12:00 AM
6987657,1,10-15-2023 12:00 AM
5199657,1,10-07-2023 12:00 AM
6302340,1,09-19-2023 12:00 AM
6885511,1,09-18-2023 12:00 AM
6875200,1,09-15-2023 12:00 AM
6804867,1,09-04-2023 12:00 AM
6810409,1,08-29-2023 12:00 AM
4836750,1,08-27-2023 12:00 AM
